48755.4,29915.5,0
34875.1,25762.1,1
50471,6979.91,2
35534.7,30899.6,3
37776.9,43195,4
44568.5,25635.9,5
26255.7,601.43,6
49478.2,25465.8,7
25022.5,34743.3,8
59661.1,13786.2,9
25521.6,18758,10
30990.8,2850.4,11
18937.8,16139.9,12
46860.7,21914.3,13
34643.1,39666.9,14
56240.5,22768.6,15
32379.6,54127.7,16
14657.8,9840.54,17
43668,52335.5,18
26960.1,30719.1,19
7973.79,5905.43,20
56322.1,5661,21
21100.7,41682.9,22
24482.2,54867.8,23
20317.7,23871.2,24
49681,46589.4,25
22347.7,33724.6,26
15132.8,56401.8,27
27135.8,31344.5,28
12253.4,58988.5,29
53185.2,25300.9,30
43912.8,31840.6,31
22832.6,5840.02,32
39335,58733.6,33
18750,30915.8,34
11738.2,12970.3,35
29506.3,50590.4,36
10167.1,33632.5,37
14444.1,13361.7,38
54058.6,15110.1,39
57051.2,44374.1,40
27520.6,50661.8,41
38905.6,58780.6,42
16073.1,52287.4,43
53347.5,16483.1,44
50622.9,9337.31,45
28810.1,29856,46
11202.9,45056.6,47
44603.4,59685.4,48
9577.71,54811,49
19469,48513.6,50
44408.1,21541.3,51
32425.8,19417.3,52
11354.5,47052.2,53
47553.9,14872.7,54
41207.3,38791.9,55
59553.6,58956.3,56
33198.7,20319,57
48332.5,43682.3,58
17373.9,26188.9,59
53958.6,36990.3,60
48098.3,47297.3,61
39847.3,42694.5,62
43951.2,35375.7,63
58928.9,31610.8,64
3694.45,20528.4,65
37528.3,3873.02,66
27310.3,41855.5,67
58848.6,54163.8,68
9336.82,21427.9,69
2840.03,35847.2,70
56454.6,32950.1,71
24055.7,3481,72
26131.9,21061.6,73
38880.6,3246.83,74
11741.1,28649.3,75
29754.4,23595.7,76
30520.2,48006.6,77
24121.1,14768.2,78
2698.45,36257.1,79
3009.57,16451.1,80
47839.9,44619,81
43073.1,10008,82
57949.1,18946.6,83
17553.8,6894.13,84
6077.42,57204.7,85
21697.9,49957.4,86
629.973,39171.9,87
6205.82,31165.7,88
5310.1,52964,89
25349.5,3629.39,90
24186.3,4480.78,91
49852.1,17790.5,92
58491.5,42868.9,93
12361.7,47450.7,94
24967,12244.9,95
32052.2,32351.9,96
10095,42698,97
57160.9,48572.2,98
39533.1,13610.7,99
10418.8,24299.8,100
52799.2,41010.4,101
19634.6,28634.3,102
20485.8,22281.9,103
46301.9,58117.2,104
42395.8,9195.66,105
5124.32,40509.9,106
11419,14895.3,107
45697.2,45949.7,108
52222.7,6742.94,109
56560.5,50838.3,110
38863.6,2270.18,111
15022.5,23095.6,112
19178.1,20298.5,113
13574.5,3017.18,114
58217.7,34683.6,115
17041.7,17749.8,116
14128.2,33445.8,117
28637.3,44996.8,118
57573.1,16301.3,119
24161.5,9066.13,120
10329,18085.4,121
1742.68,283.323,122
29630.2,48036.5,123
41782.7,27307.5,124
46987.1,23639.6,125
24857.6,16815.9,126
34345.9,8052.28,127
29219.1,46625,128
39905.7,13489.1,129
5649.11,4227.8,130
4084.21,48508.3,131
41354.9,2236.33,132
58108.4,59845.3,133
57260.5,14401.9,134
8882.9,15522.5,135
32574,11616.4,136
11070.3,3608.29,137
14964,28675.4,138
58264.2,40460.3,139
26152.7,25005.6,140
786.948,35685.1,141
32601.1,51840,142
5796.73,44983.4,143
37703.5,56545.5,144
5878.5,44131.3,145
37478,1639.68,146
20582.9,34118.6,147
5682.97,52470.2,148
544.995,57938,149
40205.8,15353.9,150
49856.6,7563.71,151
34160.7,41196.4,152
31621.1,30590.9,153
23299.6,43800.4,154
16758.3,4691.04,155
15708.7,49185.9,156
10333.6,33127.4,157
28436.4,17041.9,158
58249.3,32531.3,159
20239.1,36175,160
6087.61,56227.9,161
39474.2,23388.5,162
25629,56892.6,163
20589.5,33131.3,164
58189.4,920.849,165
21901.8,26428.1,166
45609.9,23759,167
12622.1,1648.51,168
12289.4,11580.6,169
26390.9,38207.5,170
16708.1,19927.6,171
18382.2,18048.5,172
14316.9,17990.9,173
43536.5,54974.7,174
8045.77,37103.6,175
14747.5,20866.7,176
16099.4,1183.98,177
53262,41638.1,178
24662.9,57533.2,179
11538.7,15916.3,180
8072.98,11727.9,181
33253.8,54840.8,182
15043.1,29671.2,183
43345.5,43334,184
39119.5,7864.47,185
22988.8,31074.3,186
9893.46,22781,187
29814.5,43824.8,188
43468.2,4609.24,189
9835.73,59590.6,190
16075.1,35094.4,191
5070.81,2542.35,192
53444.5,54578.8,193
40001.3,53894.2,194
51042.3,58756.3,195
4455.65,54351.7,196
33503.4,15616.6,197
4594.59,20070.5,198
26921.7,36148.1,199
22568.6,37568.7,200
6786.94,54386.7,201
40773.5,53543.4,202
20323.6,41900.6,203
12873.2,6359.78,204
51291.9,5159.3,205
