0,81259.1,49859.2,0,1942.77
1,58125.2,42936.9,0,1490.74
2,84118.3,11633.2,0,1310.57
3,59224.5,51499.4,0,1707.42
4,62961.6,71991.6,0,1199.69
5,74280.9,42726.4,0,1130.59
6,43759.5,1002.38,0,1484.21
7,82463.7,42443,0,2665.97
8,41704.2,57905.4,0,2375.16
9,99435.1,22977,0,682.445
10,42536,31263.4,0,2528.71
11,51651.4,4750.67,0,1963.06
12,31562.9,26899.9,0,2643.91
13,78101.1,36523.9,0,2101.07
14,57738.5,66111.4,0,1135.77
15,93734.2,37947.7,0,943.876
16,53965.9,90212.8,0,1647.5
17,24429.7,16400.9,0,1780.13
18,72780,87225.8,0,1043.65
19,44933.4,51198.4,0,2085.59
20,13289.7,9842.38,0,970.595
21,93870.2,9434.99,0,722.673
22,35167.8,69471.4,0,1601.27
23,40803.7,91446.3,0,1669.46
24,33862.8,39785.4,0,1999.7
25,82801.7,77648.9,0,2054.16
26,37246.1,56207.6,0,1455.54
27,25221.3,94003,0,783.337
28,45226.3,52240.9,0,1108.04
29,20422.4,98314.1,0,664.95
30,88641.9,42168.1,0,1522.6
31,73188,53067.7,0,1298.64
32,38054.4,9733.37,0,1701.42
33,65558.3,97889.3,0,833.898
34,31249.9,51526.3,0,2348.9
35,19563.7,21617.2,0,1766.26
36,49177.2,84317.4,0,1336.58
37,16945.2,56054.1,0,1212.1
38,24073.6,22269.5,0,1989.16
39,90097.7,25183.6,0,1930.83
40,95085.3,73956.8,0,1569.73
41,45867.7,84436.4,0,1800.45
42,64842.7,97967.7,0,948.022
43,26788.6,87145.6,0,1523.82
44,88912.5,27471.8,0,1681.16
45,84371.5,15562.2,0,2102.3
46,48016.8,49760,0,1586.73
47,18671.5,75094.3,0,1100.2
48,74338.9,99475.6,0,500.299
49,15962.9,91351.7,0,1403.18
50,32448.3,80856,0,1922.99
51,74013.5,35902.2,0,1489.51
52,54043,32362.2,0,819.563
53,18924.1,78420.4,0,1449.85
54,79256.5,24787.8,0,2125.67
55,68678.8,64653.2,0,960.126
56,99256,98260.5,0,340.299
57,55331.2,33865,0,1109.03
58,80554.1,72803.8,0,2196.13
59,28956.6,43648.2,0,1772.4
60,89931,61650.5,0,1888.2
61,80163.9,78828.9,0,785.431
62,66412.2,71157.5,0,1073.63
63,73252,58959.6,0,1053.01
64,98214.8,52684.7,0,687.553
65,6157.41,34214,0,1300.45
66,62547.2,6455.04,0,1012.45
67,45517.2,69759.2,0,1514.51
68,98081.1,90272.9,0,452.169
69,15561.4,35713.1,0,1396.78
70,4733.39,59745.3,0,756.451
71,94091.1,54916.8,0,711.829
72,40092.9,5801.67,0,1229.92
73,43553.2,35102.7,0,1220
74,64801,5411.39,0,564.147
75,19568.5,47748.9,0,1981.4
76,49590.6,39326.1,0,1126.67
77,50867,80010.9,0,1350.67
78,40201.8,24613.6,0,1345.24
79,4497.41,60428.4,0,987.316
80,5015.95,27418.5,0,1229.95
81,79733.1,74365.1,0,1241.25
82,71788.5,16679.9,0,1521.07
83,96581.8,31577.6,0,889.628
84,29256.3,11490.2,0,1500.19
85,10129,95341.1,0,596.266
86,36163.1,83262.4,0,1434.26
87,1049.96,65286.6,0,534.304
88,10343,51942.8,0,1023.42
89,8850.16,88273.4,0,1141.26
90,42249.2,6048.98,0,2122.59
91,40310.5,7467.97,0,1071.47
92,83086.8,29650.8,0,1565.99
93,97485.8,71448.2,0,1171.93
94,20602.8,79084.5,0,1838.73
95,41611.7,20408.2,0,1588.4
96,53420.4,53919.9,0,1364.27
97,16824.9,71163.4,0,909.167
98,95268.2,80953.7,0,961.885
99,65888.6,22684.4,0,488.374
100,17364.6,40499.6,0,1422.17
101,87998.6,68350.6,0,1891.46
102,32724.4,47723.8,0,1833.1
103,34142.9,37136.4,0,1949.87
104,77169.8,96862,0,769.377
105,70659.6,15326.1,0,1623.11
106,8540.54,67516.6,0,1750.05
107,19031.6,24825.5,0,1864.51
108,76162,76582.9,0,1797.38
109,87037.9,11238.2,0,1072.39
110,94267.5,84730.5,0,1028.56
111,64772.6,3783.64,0,1244.48
112,25037.4,38492.6,0,2823.21
113,31963.5,33830.9,0,2050.98
114,22624.1,5028.63,0,672.306
115,97029.4,57806.1,0,723.8
116,28402.8,29583,0,2933.73
117,23547,55743,0,1133.5
118,47728.8,74994.6,0,1955.97
119,95955.2,27168.9,0,850.098
120,40269.2,15110.2,0,1408.79
121,17215,30142.3,0,1962.63
122,2904.47,472.204,0,78.7231
123,49383.6,80060.9,0,2496.92
124,69637.8,45512.5,0,1787.3
